ct_name,code_iaids,meaning,seq,ntsb_type,ntsb_code,avn_code,ntsb_codes_more,not_for_ntsb_use,eADMS_use,notes
ct_vfr_appr         ,PLND,Precautionary Landing,11.0,N,11, ,,False,True,
ct_vfr_appr         ,SIFL,Simulated Forced Landing,9.0,N,09, ,,False,True,
ct_vfr_appr         ,STGO,Stop and Go,8.0,N,08, ,,False,True,
ct_vfr_appr         ,STIN,Straight-in,3.0,N,03, ,,False,True,
ct_vfr_appr         ,TOGO,Touch and Go,6.0,N,06, ,,False,True,
ct_vfr_appr         ,TPAT,Traffic Pattern,2.0,N,02, ,,False,True,
ct_vfr_appr0         ,NONE,None,1.0,N,01, ,,False,True,
ct_vfr_appr1         ,UNK,Unknown,0.0,N,00, ,,False,True,
ct_vis_restrct      ,BD,Blowing Dust,9.0,N,09, ,,False,False,Data will be converted to wx_metar codes
ct_vis_restrct      ,BN,Blowing Sand,11.0,N,11, ,,False,False,Data will be converted to wx_metar codes
ct_vis_restrct      ,BS,Blowing Snow,10.0,N,10, ,,False,False,Data will be converted to wx_metar codes
ct_vis_restrct      ,BY,Blowing Spray,8.0,N,08, ,,False,False,Data will be converted to wx_metar codes
ct_vis_restrct      ,D,Dust,3.0,N,03, ,,False,False,Data will be converted to wx_metar codes
ct_vis_restrct      ,F,Fog,5.0,N,05, ,,False,False,Data will be converted to wx_metar codes
ct_vis_restrct      ,GF,Ground Fog,7.0,N,07, ,,False,False,Data will be converted to wx_metar codes
ct_vis_restrct      ,H,Haze,2.0,N,02, ,,False,False,Data will be converted to wx_metar codes
ct_vis_restrct      ,IF,Ice Fog,6.0,N,06, ,,False,False,Data will be converted to wx_metar codes
ct_vis_restrct      ,K,Smoke,4.0,N,04, ,,False,False,Data will be converted to wx_metar codes
ct_vis_restrct      ,NONE,None,1.0,N,01, ,,False,False,Data will be converted to wx_metar codes
ct_vis_restrct      ,UNK,Unknown,12.0,N,12, ,,False,False,Data will be converted to wx_metar codes
ct_wind_vel         ,CALM,Calm,1.0,N,01, ,,False,True,
ct_wind_vel         ,LVAR,Light and Variable,2.0,N,02, ,,False,True,
ct_wind_vel         ,UNK,Unknown,0.0,N,00, ,,False,True,
ct_wx_brief         ,ARDO,Aircraft Radio,4.0,N,04, ,,False,False,Keep for archived data
ct_wx_brief         ,INPE,In Person,1.0,N,01, ,,False,False,Keep for archived data
ct_wx_brief         ,TELE,Telephone,3.0,N,03, ,,False,False,Keep for archived data
ct_wx_brief         ,TTY,Teletype,2.0,N,02, ,,False,False,Keep for archived data
ct_wx_brief         ,TVRA,TV/Radio,5.0,N,05, ,,False,False,Keep for archived data
ct_wx_brief         ,UNK,Unknown,0.0,N,00, ,,False,False,Keep for archived data
ct_wx_brief_com     ,ABBR,Abbreviated,,,, ,,False,False,Keep for archived data
ct_wx_brief_com     ,FULL,Full,2.0,N,02, ,,False,False,Keep for archived data
ct_wx_brief_com     ,NOTP,Not pertinent,1.0,N,01, ,,False,False,Keep for archived data
ct_wx_brief_com     ,PARB,Partial - limited by briefer,4.0,N,04, ,,False,False,Keep for archived data
ct_wx_brief_com     ,PARP,Partial - limited by pilot,3.0,N,03, ,,False,False,Keep for archived data
ct_wx_brief_com     ,UNK,Unknown,0.0,N,00, ,,False,False,Keep for archived data
ct_wx_brief_src     ,AUTR,Automated Report,,,,,,False,True,New
ct_wx_brief_src     ,COMP,Company,6.0,N,06, ,,False,True,
ct_wx_brief_src     ,COWX,Commercial Weather Service,7.0,N,07, ,,False,True,
ct_wx_brief_src     ,FSS,Flight Service Station,3.0,N,03, ,,False,True,
ct_wx_brief_src     ,MIL,Military,9.0,N,09, ,,False,True,
ct_wx_brief_src     ,NET,Internet,,,, ,,False,True,
ct_wx_brief_src     ,NORE,No record of briefing,1.0,N,01, ,,False,False,Keep for archived data
ct_wx_brief_src     ,NWS,National Weather Service,2.0,N,02, ,,False,True,
ct_wx_brief_src,ONB,On-board Weather,1.0,N,01,,,False,True,
ct_wx_brief_src     ,PAAS,PATWAS,4.0,N,04, ,,False,False,Keep for archived data
ct_wx_brief_src     ,TVRA,TV/Radio Weather,8.0,N,08, ,,False,True,
ct_wx_brief_src     ,VRS,Voice Response System,5.0,N,05, ,,False,False,Keep for archived data
ct_wx_brief_src0,NONE,None,1.0,N,01,,,False,True,
ct_wx_brief_src0     ,UNK,Unknown,0.0,N,00, ,,False,True,New
ct_wx_cond          ,A,Hail,4.0,N,04, ,,False,False,Data will be converted to wx_metar codes
ct_wx_cond          ,CEIL,Low Ceiling,56.0, ,  ,L,,True,False,Data will be converted to wx_metar codes
ct_wx_cond          ,FRST,Frost,60.0, ,  ,R,,True,False,Data will be converted to wx_metar codes
ct_wx_cond          ,FRTA,Frontal Activity,53.0, ,  ,D,,True,False,Data will be converted to wx_metar codes
ct_wx_cond          ,FRTP,Frontal Passage,58.0, ,  ,P,,True,False,Data will be converted to wx_metar codes
ct_wx_cond          ,FZTP,Freezing Temperature,57.0, ,  ,O,,True,False,Data will be converted to wx_metar codes
ct_wx_cond          ,HURR,Hurricane,51.0, ,  ,B,,True,False,Data will be converted to wx_metar codes
ct_wx_cond          ,IC,Ice Crystals,13.0,N,13, ,,False,False,Data will be converted to wx_metar codes
ct_wx_cond          ,IP,Ice Pellets,9.0,N,09, ,,False,False,Data will be converted to wx_metar codes
ct_wx_cond          ,IPW,Ice Pellet Shower,14.0,N,14, ,,False,False,Data will be converted to wx_metar codes
ct_wx_cond          ,L,Drizzle,8.0,N,08, ,,False,False,Data will be converted to wx_metar codes
ct_wx_cond          ,NON,None,1.0,N,01, ,,False,False,Data will be converted to wx_metar codes
ct_wx_cond          ,NOWX,Weather not a factor,61.0, ,  ,S,,True,False,Data will be converted to wx_metar codes
ct_wx_cond          ,R,Rain,2.0,N,02,"H,J",,False,False,Data will be converted to wx_metar codes
ct_wx_cond          ,RW,Rain Showers,5.0,N,05, ,,False,False,Data will be converted to wx_metar codes
ct_wx_cond          ,S,Snow,3.0,N,03,"M,N",,False,False,Data will be converted to wx_metar codes
ct_wx_cond          ,SG,Snow Grains,11.0,N,11, ,,False,False,Data will be converted to wx_metar codes
ct_wx_cond          ,SP,Snow Pellets,10.0,N,10, ,,False,False,Data will be converted to wx_metar codes
ct_wx_cond          ,SQAL,Line Squall,54.0, ,  ,E,,True,False,Data will be converted to wx_metar codes
ct_wx_cond          ,SW,Snow Shower,7.0,N,07, ,,False,False,Data will be converted to wx_metar codes
ct_wx_cond          ,TDST,Thunderstorm,62.0, ,  ,T,,True,False,Data will be converted to wx_metar codes
ct_wx_cond          ,TORN,Tornado,50.0, ,  ,A,,True,False,Data will be converted to wx_metar codes
ct_wx_cond          ,TURB,Turbulence,63.0, ,  ,U,,True,False,Data will be converted to wx_metar codes
ct_wx_cond          ,UNK,Unknown,0.0,N,00, ,,True,False,Data will be converted to wx_metar codes
ct_wx_cond          ,WAVE,Mountain Wave,52.0, ,  ,C,,True,False,Data will be converted to wx_metar codes
ct_wx_cond          ,WHIR,Whirlwind,59.0, ,  ,Q,,True,False,Data will be converted to wx_metar codes
ct_instm_appr       ,ASR,ASR,13.0,N,13,ASR,,False,True,
ct_wx_cond          ,WIND,Wind,55.0, ,  ,G,,True,False,Data will be converted to wx_metar codes
ct_wx_cond          ,ZL,Freezing Drizzle,12.0,N,12, ,,False,False,Data will be converted to wx_metar codes
ct_wx_cond          ,ZR,Freezing Rain,6.0,N,06,"I,K",,False,False,Data will be converted to wx_metar codes
ct_wx_cond_b        ,IMC,Instrument Meteorological Cond,2.0,N,02, ,,False,True,
ct_wx_cond_b        ,UNK,Unknown,0.0,N,00, ,,False,True,
ct_wx_cond_b        ,VMC,Visual Meteorological Cond,1.0,N,01, ,,False,True,
ct_wx_descr,A,Patches,,,,,,False,True,New
ct_wx_descr,B,Blowing,,,,,,False,True,New
ct_wx_descr,F,Freezing,,,,,,False,True,New
ct_wx_descr,H,Showers,,,,,,False,True,New
ct_wx_descr,L,Low Drifting,,,,,,False,True,New
ct_wx_descr,N,N/A,,,,,,False,True,New
ct_wx_descr,P,Partial,,,,,,False,True,New
ct_wx_descr,S,Shallow,,,,,,False,True,New
ct_wx_descr,T,Thunderstorms,,,,,,False,True,New
ct_wx_inten,H,Heavy,,,,,,False,True,New
ct_wx_inten,L,Light,,,,,,False,True,New
ct_wx_inten,M,Moderate,,,,,,False,True,New
ct_wx_inten,N,N/A,,,,,,False,True,New
ct_wx_intenvcnty,V,Light - In the Vicinity,,,,,,False,True,New
ct_wx_intenvcnty,W,Moderate - In the Vicinity,,,,,,False,True,New
ct_wx_intenvcnty,X,Heavy - In the Vicinity,,,,,,False,True,New
ct_wx_intenvcnty,Y,In the Vicinity,,,,,,False,True,New
ct_wx_metar,Hxxx,Heavy,,,,,,False,False,New
ct_wx_metar,Lxxx,Light,,,,,,False,False,New
ct_wx_metar,Mxxx,Moderate,,,,,,False,False,New
ct_wx_metar,Nxxx,,,,,,,False,False,New
ct_wx_metar,Vxxx,Light - In the Vicinity,,,,,,False,False,New
ct_wx_metar,Wxxx,Moderate - In the Vicinity,,,,,,False,False,New
ct_wx_metar,xAxx,Patches,,,,,,False,False,New
ct_wx_metar,xBxx,Blowing,,,,,,False,False,New
ct_wx_metar,xFxx,Freezing,,,,,,False,False,New
ct_wx_metar,xHxx,Showers,,,,,,False,False,New
ct_wx_metar,xLxx,Low Drifting,,,,,,False,False,New
ct_wx_metar,xNxx,,,,,,,False,False,New
ct_wx_metar,xPxx,Partial,,,,,,False,False,New
ct_wx_metar,xSxx,Shallow,,,,,,False,False,New
ct_wx_metar,xTxx,Thunderstorms,,,,,,False,False,New
ct_wx_metar,xxBR,Mist,21.0,,,,,False,False,New
ct_wx_metar,xxDS,Duststorm,45.0,,,,,False,False,New
ct_wx_metar,xxDU,Widespread Dust,25.0,,,,,False,False,New
ct_wx_metar,xxDZ,Drizzle,2.0,,,,,False,False,New
ct_wx_metar,xxFC,Funnel Cloud,42.0,,,,,False,False,New
ct_wx_metar,xxFG,Fog,22.0,,,,,False,False,New
ct_wx_metar,xxFU,Smoke,23.0,,,,,False,False,New
ct_wx_metar,xxGR,Hail,8.0,,,,,False,False,New
ct_wx_metar,xxGS,Small Hail and/or Snow Pellets,9.0,,,,,False,False,New
ct_wx_metar,xxHZ,Haze,27.0,,,,,False,False,New
ct_wx_metar,xxIC,Ice Crystals,6.0,,,,,False,False,New
ct_wx_metar,xxNO,No Obscuration,20.0,,,,,False,False,New
ct_wx_metar,xxNP,No Precipitation,1.0,,,,,False,False,New
ct_wx_metar,xxPE,Ice Pellets,7.0,,,,,False,False,New
ct_wx_metar,xxPO,Well-Developed Dust/Sand Whirls,40.0,,,,,False,False,New
ct_wx_metar,xxPY,Spray,28.0,,,,,False,False,New
ct_wx_metar,xxRA,Rain,3.0,,,,,False,False,New
ct_wx_metar,xxSA,Sand,26.0,,,,,False,False,New
ct_wx_metar,xxSG,Snow Grains,5.0,,,,,False,False,New
ct_wx_metar,xxSN,Snow,4.0,,,,,False,False,New
ct_wx_metar,xxSQ,Squalls,41.0,,,,,False,False,New
ct_wx_metar,xxSS,Sandstorm,44.0,,,,,False,False,New
ct_wx_metar,xxTW,Tornado/Waterspout,43.0,,,,,False,False,New
ct_wx_metar,xxUO,Unknown Obscuration,29.0,,,,,False,False,New
ct_wx_metar,xxUP,Unknown Precipitation,10.0,,,,,False,False,New
ct_wx_metar,xxVA,Volcanic Ash,24.0,,,,,False,False,New
ct_wx_metar,Xxxx,Heavy - In the Vicinity,,,,,,False,False,New
ct_wx_metar,Yxxx,In the Vicinity,,,,,,False,False,New
ct_wx_phenom_obs,BR,Mist,21.0,,,,,False,True,New
ct_wx_phenom_obs,DU,Widespread Dust,25.0,,,,,False,True,New
ct_wx_phenom_obs,FG,Fog,22.0,,,,,False,True,New
ct_wx_phenom_obs,FU,Smoke,23.0,,,,,False,True,New
ct_wx_phenom_obs,HZ,Haze,27.0,,,,,False,True,New
ct_wx_phenom_obs,NO,No Obscuration,20.0,,,,,False,True,New
ct_wx_phenom_obs,PY,Spray,28.0,,,,,False,True,New
ct_wx_phenom_obs,SA,Sand,26.0,,,,,False,True,New
ct_wx_phenom_obs,UO,Unknown Obscuration,29.0,,,,,False,True,New
ct_wx_phenom_obs,VA,Volcanic Ash,24.0,,,,,False,True,New
ct_wx_phenom_oth,DS,Duststorm,45.0,,,,,False,True,New
ct_wx_phenom_oth,FC,Funnel Cloud,42.0,,,,,False,True,New
ct_wx_phenom_oth,PO,Well-Developed Dust/Sand Whirls,40.0,,,,,False,True,New
ct_wx_phenom_oth,SQ,Squalls,41.0,,,,,False,True,New
ct_wx_phenom_oth,SS,Sandstorm,44.0,,,,,False,True,New
ct_wx_phenom_oth,TW,Tornado/Waterspout,43.0,,,,,False,True,New
ct_wx_phenom_pre,DZ,Drizzle,2.0,,,,,False,True,New
ct_wx_phenom_pre,GR,Hail,8.0,,,,,False,True,New
ct_wx_phenom_pre,GS,Small Hail and/or Snow Pellets,9.0,,,,,False,True,New
ct_wx_phenom_pre,IC,Ice Crystals,6.0,,,,,False,True,New
ct_wx_phenom_pre,NP,No Precipitation,1.0,,,,,False,True,New
ct_wx_phenom_pre,PE,Ice Pellets,7.0,,,,,False,True,New
ct_wx_phenom_pre,RA,Rain,3.0,,,,,False,True,New
ct_wx_phenom_pre,SG,Snow Grains,5.0,,,,,False,True,New
ct_wx_phenom_pre,SN,Snow,4.0,,,,,False,True,New
ct_wx_phenom_pre,UP,Unknown Precipitation,10.0,,,,,False,True,New
ct_wx_prec          ,HVY,Heavy,3.0,N,03, ,,False,False,Data will be converted to wx_metar codes
ct_wx_prec          ,LGT,Light,1.0,N,01, ,,False,False,Data will be converted to wx_metar codes
ct_wx_prec          ,MOD,Moderate,2.0,N,02, ,,False,False,Data will be converted to wx_metar codes
ct_wx_prec          ,UNK,Unknown,0.0,N,00, ,,False,False,Data will be converted to wx_metar codes
ct_wx_src           ,PILO,Pilot,1.0,N,01, ,,False,True,
ct_wx_src           ,UNK,Unknown,0.0,N,00, ,,False,True,
ct_wx_src           ,WFAC,Weather Observation Facility,3.0,N,03, ,,False,True,
ct_wx_src           ,WIT,Witness,2.0,N,02, ,,False,True,
flight_craft        ,ACTU,Actual Instrument,0.0, ,  , ,,False,True,
flight_craft        ,ALL,All,0.0, ,  , ,,False,True,
flight_craft        ,GLDR,Glider,0.0, ,  , ,,False,True,
flight_craft        ,LTA,Light-than-air,0.0, ,  , ,,False,True,
flight_craft        ,MAKE,Make and Model of Accident Aircraft,0.0, ,  , ,,False,True,
flight_craft        ,MENG,Multi-Engine,0.0, ,  , ,,False,True,
flight_craft        ,NGHT,Night,0.0, ,  , ,,False,True,
flight_craft        ,ROTO,Rotocraft,0.0, ,  , ,,False,True,
flight_craft        ,SENG,Single-Engine,0.0, ,  , ,,False,True,
flight_craft        ,SIMU,Simulated Instrument,0.0, ,  , ,,False,True,
flight_type         ,INST,Instructor,0.0, ,  , ,,False,True,
flight_type         ,IRCV,Instruction Received,,,,,,False,True,New
flight_type         ,L24H,Last 24 hours,0.0, ,  , ,,False,True,
flight_type         ,L30D,Last 30 days,0.0, ,  , ,,False,True,
flight_type         ,L90D,Last 90 days,0.0, ,  , ,,False,True,
flight_type         ,PIC,Pilot-In-Command,0.0, ,  , ,,False,True,
flight_type         ,TOTL,Total,0.0, ,  , ,,False,True,
injury              ,ABRD,Aboard,7.0, ,  , ,,False,True,
injury              ,CABN,Cabin Crew,4.0, ,  , ,,False,True,
injury              ,CPLT,Co-Pilot,2.0, ,  , ,,False,True,
injury              ,DSTU,Dual Student,6.0, ,  , ,,False,True,
injury              ,FENG,Flight Engineer,3.0, ,  , ,,False,True,
injury              ,FLTI,Flight Instructor,,,,,,False,True,
injury              ,KPLT,Check Pilot,8.0, ,  , ,,False,True,
injury              ,OCRW,Other Crew,9.0, ,  , ,,False,True,
injury              ,PAX,Passengers,5.0, ,  , ,,False,True,
injury              ,PLT,Pilot in Command,1.0, ,  , ,,False,True,
injury_level        ,FATL,Fatal,1.0,N,4 , ,,False,True,
injury_level        ,MINR,Minor,3.0,N,2 , ,,False,True,
injury_level        ,NONE,None,4.0,N,1 , ,,False,True,
injury_level        ,SERS,Serious,2.0,N,3 , ,,False,True,
injury_level        ,TOTL,Total,5.0, ,  , ,,False,True,
,FOIA,FOIA,4.0,,,,,False,True,Special Handling
ct_acft_awy_cert,LTSP,Special Light-Sport,12.0,N,12,,,False,True,
ct_acft_awy_cert,OTH,Other,40.0,N,,,,False,True,
ct_acft_awy_cert,SPE,Experimental,11.0,N,11,,,False,True,
ct_acft_awy_cert,SPL,Limited,8.0,N,08,,,False,True,
ct_acft_awy_cert,SPR,Restricted,7.0,N,07,,,False,True,
ct_acft_awy_cert,SPS,Special Flight,10.0,N,10,,,False,True,
ct_acft_awy_cert,SPV,Provisional,9.0,N,09,,,False,True,
ct_acft_awy_cert,SPX,Experimental Light Sport,13.0,N,13,,,False,True,
ct_acft_awy_cert,STA,Aerobatic,21.0,N,01,,,False,True,
ct_acft_awy_cert,STB,Balloon,22.0,N,02,,,False,True,
ct_acft_awy_cert,STC,Commuter,23.0,N,03,,,False,True,
ct_acft_awy_cert,STN,Normal,20.0,N,00,,,False,True,
ct_acft_awy_cert,STT,Transport,24.0,N,04,,,False,True,
ct_acft_awy_cert,STU,Utility,25.0,N,05,,,False,True,
ct_acft_awy_cert0,COA,Certificate of Authorization or Waiver (COA),2.0,N,02,,,False,True,
ct_acft_awy_cert0,NON,None,0.0,N,00,,,False,True,
ct_acft_awy_cert0,UNK,Unknown,1.0,N,01,,,False,True,
ct_acft_cat,AIR,Airplane,1.0,N,01,,,False,True,
ct_acft_cat,BALL,Balloon,4.0,N,04,,,False,True,
ct_acft_cat,BLIM,Blimp,5.0,N,05,,,False,True,
ct_acft_cat,GLI,Glider,3.0,N,03,,,False,True,
ct_acft_cat,GYRO,Gyroplane,7.0,N,07,,,False,True,
ct_acft_cat,HELI,Helicopter,2.0,N,02,,,False,True,
ct_acft_cat,PLFT,Powered-Lift,10.0,N,10,,,False,True,
ct_acft_cat,PPAR,Powered Parachute,8.0,N,08,,,False,True,
ct_acft_cat,RCKT,Rocket,11.0,N,11,,,False,True,
ct_acft_cat,ULTR,Ultralight,6.0,N,06,,,False,True,
ct_acft_cat,UNK,Unknown,0.0,N,00,,,False,True,
ct_acft_cat,WSFT,Weight-Shift,9.0,N,09,,,False,True,
ct_acft_expl,BOTH,Both,4.0,N,,,,False,True,
ct_acft_expl,GRD,On-Ground,3.0,N,,,,False,True,
ct_acft_expl,IFLT,In-Flight,2.0,N,,,,False,True,
ct_acft_expl,NONE,None,1.0,N,,,,False,True,
ct_acft_expl,UNK,Unknown,0.0,N,,,,False,True,
ct_acft_expl,UNKT,Explosion At Unknown Time,5.0,N,,,,False,True,
ct_acft_fire,BOTH,Both,4.0,N,,,,False,True,
ct_acft_fire,GRD,On-Ground,3.0,N,,,,False,True,
ct_acft_fire,IFLT,In-Flight,2.0,N,,,,False,True,
ct_acft_fire,NONE,None,1.0,N,,,,False,True,
ct_acft_fire,UNK,Unknown,0.0,N,,,,False,True,
ct_acft_fire,UNKT,Fire At Unknown Time,5.0,N,,,,False,True,
ct_acft_reg_cls     ,FNFN,Foreign Reg./Foreign Soil,,,, ,,False,False,Keep for archived data
ct_acft_reg_cls     ,FNUS,Foreign Registered/U.S. Soil,4.0,N,04, ,,False,False,Keep for archived data
ct_acft_reg_cls     ,MIL,Military,5.0,N,05, ,,False,False,Keep for archived data
ct_acft_reg_cls     ,NREG,Not Registered,6.0,N,06, ,,False,False,Keep for archived data
ct_acft_reg_cls     ,UNK,Unknown,0.0,N,00, ,,False,False,Keep for archived data
ct_acft_reg_cls     ,USFN,U.S. Registered/Foreign Soil,2.0,N,02, ,,False,False,Keep for archived data
ct_acft_reg_cls     ,USFO,U.S. Registered/Foreign Oper.,3.0,N,03, ,,False,False,Keep for archived data
ct_acft_reg_cls     ,USUS,U.S. Registered/U.S. Soil,1.0,N,01, ,,False,False,Keep for archived data
ct_addtl_equip,ADSB,ADS-B,13.0,N,,,,False,True,
ct_addtl_equip,AFPC,Airframe Parachute,4.0,N,,,,False,True,
ct_addtl_equip,AOAI,Angle of Attack Indicator,3.0,N,,,,False,True,
ct_addtl_equip,AUTO,Auto-pilot,5.0,N,,,,False,True,
ct_addtl_equip,DREC,Data Recorder,6.0,N,,,,False,True,
ct_addtl_equip,EFB,Electronic Flight Bag or Handheld Device,14.0,N,,,,False,True,
ct_addtl_equip,EMFD,Electronic Multifunction Display,7.0,N,,,,False,True,
ct_addtl_equip,EPFD,Electronic Primary Flight Display,8.0,N,,,,False,True,
ct_addtl_equip,HGPS,Handheld GPS,9.0,N,,,,False,True,
ct_addtl_equip,HUPD,Heads Up Display,10.0,N,,,,False,True,
ct_addtl_equip,OBWX,Onboard Weather,11.0,N,,,,False,True,
ct_addtl_equip,SATD,Satellite Tracking Device,12.0,N,,,,False,True,
ct_addtl_equip,STWS,Stall Warning System,2.0,N,,,,False,True,
ct_addtl_equip,VRD,Video Recording Device,15.0,N,,,,False,True,
ct_addtl_equip0,NONE,None,0.0,,,,,False,True,
ct_addtl_equip0,UNK,Unknown,1.0,,,,,False,True,
ct_afm_hrs_since    ,ACCI,Time of Accident,0.0,N,0 ,0,,False,True,
ct_afm_hrs_since    ,INSP,Last Inspection,0.0,N,0 ,0,,False,True,
ct_air_med,DISC,Discretionary,,,,,,False,True,
ct_air_med,MEDE,Medical Emergency,,,,,,False,True,
ct_air_med,ORGT,Organ Transport,,,,,,False,True,
ct_aircar_cert,136,Commercial Air Tour (136),7.0,N,,,,False,True,
ct_aircar_cert,141,Pilot School (141),9.0,N,,,,False,True,
ct_aircar_cert,AGR,Agricultural Aircraft (137),8.0,N,,,,False,True,
ct_aircar_cert,CARG,Air Cargo,0.0,N,03, ,,False,False,Keep for archived data
ct_aircar_cert,COA,Certificate of Authorization or Waiver (COA),11.0,N,,,,False,True,
ct_aircar_cert,COAC,Commuter Air Carrier (135),5.0,N,05, ,,False,True,
ct_aircar_cert,CST,Commercial Space Transportation License,13.0,N,,,,False,True,
ct_aircar_cert,CSTE,Commercial Space Transp. Experimental Permit,12.0,N,,,,False,True,
ct_aircar_cert,EXTL,Rotorcraft External Load (133),4.0,N,,,,False,True,
ct_aircar_cert,F121,Flag carrier (121),1.0,N,01, ,,False,True,
ct_aircar_cert,F129,Foreign Air Carrier (129),3.0,,, ,,False,True,
ct_aircar_cert,FOWN,Fractional Ownership,10.0,,,,,False,True,New
ct_aircar_cert,H127,Large Helicopter (127),0.0,N,04, ,,False,False,Keep for archived data
ct_aircar_cert,OOLA,Other Operator of Large Aircraft,14.0,N,,,,False,True,
ct_aircar_cert,S121,Supplemental,2.0,N,02, ,,False,True,
ct_aircar_cert,TAXI,On-demand Air Taxi (135),6.0,N,06, ,,False,True,
ct_airspc_type      ,ADVA,Airport Advisory Area,5.0,N,05, ,,False,True,
ct_airspc_type      ,ATC,Air Traffic Control,0.0,N,18, ,,False,True,
ct_airspc_type      ,CLA,Class A,6.0,N,06, ,,False,True,
ct_airspc_type      ,CLB,Class B,7.0,N,07, ,,False,True,
ct_airspc_type      ,CLC,Class C,0.0,N,19, ,,False,True,
ct_airspc_type      ,CLD,Class D,3.0,N,03, ,"03,04",False,True,
ct_airspc_type      ,CLE,Class E,2.0,N,02, ,,False,True,
ct_airspc_type      ,CLG,Class G,1.0,N,01, ,,False,True,
ct_airspc_type      ,DEMA,Demo Area,14.0,N,14, ,,False,True,
ct_airspc_type      ,MOA,Military Operation Area,12.0,N,12, ,,False,True,
