ct_name,code_iaids,meaning,seq,ntsb_type,ntsb_code,avn_code,ntsb_codes_more,not_for_ntsb_use,eADMS_use,notes
ct_airspc_type      ,PROA,Prohibited Area,10.0,N,10, ,,False,True,
ct_airspc_type      ,PT93,FAR 93,16.0,N,16, ,,False,True,
ct_airspc_type      ,RESA,Restricted Area,11.0,N,11, ,,False,True,
ct_airspc_type      ,SJTA,Student Jet Training Area,13.0,N,13, ,,False,True,
ct_airspc_type      ,SPCL,Special,0.0,N,17, ,,False,True,
ct_airspc_type      ,TRS2,TRSA,8.0,N,08, ,,False,True,
ct_airspc_type      ,TRS3,TRSA,9.0,N,09, ,,False,False,Redundant with TRSA
ct_airspc_type      ,WARA,Warning Area,15.0,N,15, ,,False,True,
ct_airspc_type0     ,UNK,Unknown,0.0,N,00, ,,False,True,
ct_apt_loc          ,OFAP,Off Airport/Airstrip,1.0,N,01, ,,False,True,
ct_apt_loc          ,ONAP,On Airport/Airstrip,2.0,N,02, ,,False,True,
ct_apt_loc          ,ONAS,On Airstrip,3.0,N,03, ,,False,False,ONAS converted to ONAP
ct_apt_loc          ,UNK,Unknown,0.0,N,00, ,,False,False,Keep for archived data
ct_carb_fuel_inj,CARB,Carburetor,,,, ,,False,True,
ct_carb_fuel_inj,FINJ,Fuel Injected,,,, ,,False,True,
ct_cictt,AMAN,Abrupt Maneuver,,,,,,False,True,
ct_cictt,ARC,Abnormal Runway Contact,,,,,,False,True,
ct_cictt,CABN,Cabin Safety Events,,,,,,False,True,
ct_cictt,CFIT,Controlled Flight into Terrain,,,,,,False,True,
ct_cictt,EVAC,Evacuation,,,,,,False,True,
ct_cictt,FNI,Fire/Smoke (Non-Impact),,,,,,False,True,
ct_cictt,FPST,Fire/Smoke (Post-Impact),,,,,,False,True,
ct_cictt,FUEL,Fuel Related,,,,,,False,True,
ct_cictt,GCOL,Ground Collision,,,,,,False,True,
ct_cictt,HZWX,Windshear or Thunderstorm,,,,,,False,True,
ct_cictt,ICE,Icing,,,,,,False,True,
ct_cictt,LALT,Low Altitude Operation,,,,,,False,True,
ct_cictt,LOCG,Loss of Control - Ground,,,,,,False,True,
ct_cictt,LOCI,Loss of Control - Inflight,,,,,,False,True,
ct_cictt,MAC,Midair/Near Midair Collision,,,,,,False,True,
ct_cictt,OTHR,Other,,,,,,False,True,
ct_cictt,RAMP,Ground Handling,,,,,,False,True,
ct_cictt,RE,Runway Excursion,,,,,,False,True,
ct_cictt,RIO,Runway Incursion - Other,,,,,,False,True,
ct_cictt,RIVA,Runway Incur - Vehicle or A/C,,,,,,False,True,
ct_cictt,SEC,Security Related,,,,,,False,True,
ct_cictt,SFNP,Sys/Comp Flr  (Non-Powerplant),,,,,,False,True,
ct_cictt,SFPP,Sys/Comp Flr  (Powerplant),,,,,,False,True,
ct_cictt,TURB,Turbulence Encounter,,,,,,False,True,
ct_cictt,UNK,Unknown or Undetermined,,,,,,False,True,
ct_cictt,USOS,Undershoot/Overshoot,,,,,,False,True,
ct_crew_cat,CABN,Cabin Crew,9.0,,,,,False,True,
ct_crew_cat,CPLT,Co-Pilot,4.0,,,,,False,True,
ct_crew_cat,DSTU,Student Pilot,7.0,,,,,False,True,
ct_crew_cat,FENG,Flight Engineer,5.0,,,,,False,True,
ct_crew_cat,FLTI,Flight Instructor,6.0,,,,,False,True,
ct_crew_cat,KPLT,Check Pilot,3.0,,,,,False,True,
ct_crew_cat,OTHR,Other Flight Crew,10.0,,,,,False,True,
ct_crew_cat,PASS,Passenger,1.0,,,,,False,True,
ct_crew_cat,PLT,Pilot,0.0,,,,,False,True,
ct_crew_cat,PRPS,Pilot-Rated Passenger,2.0,,,,,False,True,
ct_crew_cert_code,ATP,Airline Transport,4.0,N,04, ,,False,True,
ct_crew_cert_code,CFI,Flight Instructor,5.0,N,05, ,,False,True,
ct_crew_cert_code,COMM,Commercial,3.0,N,03, ,,False,True,
ct_crew_cert_code,FE,Flight Engineer,6.0,N,06, ,,False,True,
ct_crew_cert_code,FORN,Foreign,9.0,N,09, ,,False,True,
ct_crew_cert_code,MIL,Military,7.0,N,07, ,,False,True,
ct_crew_cert_code,PRI,Private,2.0,N,02, ,,False,True,
ct_crew_cert_code,REC,Recreational,0.0,N,00, ,,False,True,
ct_crew_cert_code,RMPT,Remote,10.0,N,10,,,False,True,
ct_crew_cert_code,SPRT,Sport Pilot,,,,,,False,True,New
ct_crew_cert_code,STU,Student,1.0,N,01, ,,False,True,
ct_crew_cert_code0,NONE,None,8.0,N,08, ,,False,True,
ct_crew_prof,AM,Aircraft Mechanic,4.0,N,04, ,,False,False,Keep for archived data
ct_crew_prof,BUS,Business,5.0,N,05, ,,False,False,Keep for archived data
ct_crew_prof,CLGY,Clergy,10.0,N,10, ,,False,False,Keep for archived data
ct_crew_prof,DOCD,Doctor/Dentist,7.0,N,07, ,,False,False,Keep for archived data
ct_crew_prof,ENGR,Engineer,12.0,N,12, ,,False,False,Keep for archived data
ct_crew_prof,FARA,Farmer/Rancher,13.0,N,13, ,,False,False,Keep for archived data
ct_crew_prof,LAWY,Lawyer,6.0,N,06, ,,False,False,Keep for archived data
ct_crew_prof,N,No,,,,,,False,True,New - Not Professional Pilot
ct_crew_prof,OMIL,Other Military,3.0,N,03, ,,False,False,Keep for archived data
ct_crew_prof,PCIV,Civilian Pilot,1.0,N,01, ,,False,False,Keep for archived data
ct_crew_prof,PMIL,Military Pilot,2.0,N,02, ,,False,False,Keep for archived data
ct_crew_prof,POLI,Police,8.0,N,08, ,,False,False,Keep for archived data
ct_crew_prof,RET,Retired,14.0,N,14, ,,False,False,Keep for archived data
ct_crew_prof,STU,Student,9.0,N,09, ,,False,False,Keep for archived data
ct_crew_prof,TEAC,Teacher,11.0,N,11, ,,False,False,Keep for archived data
ct_crew_prof,UNK,Unknown,0.0,N,00, ,,False,True,
ct_crew_prof,Y,Yes,,,,,,False,True,New - Professional Pilot
ct_crew_rat_airpln  ,MEL,Multi-engine Land,3.0,N,03, ,,False,True,
ct_crew_rat_airpln  ,MES,Multi-engine Sea,5.0,N,05, ,,False,True,
ct_crew_rat_airpln  ,SEL,Single-engine Land,2.0,N,02, ,,False,True,
ct_crew_rat_airpln  ,SES,Single-engine Sea,4.0,N,04, ,,False,True,
ct_crew_rat_airpln0  ,NONE,None,1.0,N,01, ,,False,True,
ct_crew_rat_instruct,AME,Airplane Multi-engine,3.0,N,03, ,,False,True,
ct_crew_rat_instruct,ASE,Airplane Single-engine,2.0,N,02, ,,False,True,
ct_crew_rat_instruct,GLI,Glider,6.0,N,06, ,,False,True,
ct_crew_rat_instruct,GYRO,Gyroplane,5.0,N,05, ,,False,True,
ct_crew_rat_instruct,HELI,Helicopter,4.0,N,04, ,,False,True,
ct_crew_rat_instruct,IAIR,Instrument Airplane,7.0,N,07, ,,False,True,
ct_crew_rat_instruct,IHEL,Instrument Helicopter,8.0,N,08, ,,False,True,
ct_crew_rat_instruct,PLFT,Powered-Lift,9.0,,09, ,,False,True,
ct_crew_rat_instruct,SPRT,Sport Pilot,,,,,,False,True,New
ct_crew_rat_instruct0,NONE,None,1.0,N,01, ,,False,True,
ct_crew_rat_instrum ,APLN,Airplane,2.0,N,02, ,,False,True,
ct_crew_rat_instrum ,HELI,Helicopter,3.0,N,03, ,,False,True,
ct_crew_rat_instrum ,PLFT,Powered-Lift,,,, ,,False,True,
ct_crew_rat_instrum0 ,NONE,None,1.0,N,01, ,,False,True,
ct_crew_rat_roto    ,AIRS,Airship,4.0,N,04, ,,False,True,
ct_crew_rat_roto,BALL,Balloon,5.0,N,05,,,False,True,
ct_crew_rat_roto    ,GLI,Glider,6.0,N,06, ,,False,True,
ct_crew_rat_roto    ,GYRO,Gyroplane,3.0,N,03, ,,False,True,
ct_crew_rat_roto    ,HELI,Helicopter,2.0,N,02, ,,False,True,
ct_crew_rat_roto    ,PLFT,Powered-Lift,,,, ,,False,True,
ct_crew_rat_roto,SUAS,Unmanned (sUAS),4.0,N,04,,,False,True,
ct_crew_rat_roto0    ,NONE,None,1.0,N,01, ,,False,True,
ct_damage           ,DEST,Destroyed,4.0,N,04, ,,False,True,
ct_damage           ,MINR,Minor,2.0,N,02, ,,False,True,
ct_damage           ,NONE,None,1.0,N,01, ,,False,True,
ct_damage           ,SUBS,Substantial,3.0,N,03, ,,False,True,
ct_damage           ,UNK,Unknown,0.0,N,00, ,,False,True,
ct_dest_same_local  ,LOCL,"dest & departure same, accident can occur anywhere",2.0,N,02, ,,False,True,
ct_dest_same_local  ,SAME,crash at destination city,1.0,N,01, ,,False,True,
ct_dom_int          ,DOM,Domestic,1.0,N,01, ,,False,True,
ct_dom_int          ,INT,International,2.0,N,02, ,,False,True,
ct_dom_int          ,UNK,Unknown,0.0,N,00, ,,False,False,Keep for archived data
ct_dow              ,,Not Specified,,,,,,False,True,
ct_dow              ,FR,Friday,6.0,C,FR, ,,False,True,
ct_dow              ,MO,Monday,2.0,C,MO, ,,False,True,
ct_dow              ,SA,Saturday,7.0,C,SA, ,,False,True,
ct_dow              ,SU,Sunday,1.0,C,SU, ,,False,True,
ct_dow              ,TH,Thursday,5.0,C,TH, ,,False,True,
ct_dow              ,TU,Tuesday,3.0,C,TU, ,,False,True,
ct_dow              ,WE,Wednesday,4.0,C,WE, ,,False,True,
ct_elt_oper_no_reason,BATT,Battery expired/damaged/corroded,2.0,N,,,,False,True,
ct_elt_oper_no_reason,FIRE,Fire damage,1.0,N,,,,False,True,
ct_elt_oper_no_reason,IMPD,Impact damage,0.0,N,,,,False,True,
ct_elt_oper_no_reason,OTHR,Other (explain),4.0,N,,,,False,True,
ct_elt_oper_no_reason,UNK,Unknown,3.0,N,,,,False,True,
ct_elt_type,C126,C126,,,,,,False,True,New
ct_elt_type,C91,C91,,,,,,False,True,New
ct_elt_type,C91A,C91-A,,,,,,False,True,New
ct_elt_type,UNK,Unknown,,,,,,False,True,New
ct_eng_type,ELEC,Electric,9.0,N,10,,,False,True,
ct_eng_type,GTFN,Geared Turbofan,10.0,N,11,,,False,True,
ct_eng_type,HR,Hybrid Rocket,8.0,N,09,,,False,True,
ct_eng_type,LR,Liquid Rocket,6.0,N,07,,,False,True,
ct_eng_type,NONE,None,11.0,N,12,,,False,True,
ct_eng_type,REC,Reciprocating,1.0,N,01,,"01,02",False,True,
ct_eng_type,SR,Solid Rocket,7.0,N,08,,,False,True,
ct_eng_type,TF,Turbo Fan,4.0,N,05,,,False,True,
ct_eng_type,TJ,Turbo Jet,3.0,N,04,,,False,True,
ct_eng_type,TP,Turbo Prop,2.0,N,03,,,False,True,
ct_eng_type,TS,Turbo Shaft,5.0,N,06,,,False,True,
ct_eng_type,UNK,Unknown,0.0,N,00,,,False,True,
ct_ev_type          ,ACC,Accident,1.0,N,01,"A,B",,False,True,
ct_ev_type          ,INC,Incident,3.0,N,02,"C,G",,False,True,
ct_ev_type          ,OCC,Occurrence,5.0,-,99,-,,False,True,
ct_expl_fire,BOTH,Ground and In-flight,23.0,N,23,,,False,True,
ct_expl_fire,GRD,Ground,3.0,N,03,,,False,True,
ct_expl_fire,IFLT,In-flight,2.0,N,02,,,False,True,
ct_expl_fire,NONE,None,1.0,N,01,,,False,True,
ct_expl_fire,UNK,Unknown,0.0,N,00,,,False,True,
ct_expl_fire,UORG,Unknown Origin,,N,,,,False,True,
ct_fars             ,091,Part 91: General Aviation,1.0,N,01, ,,False,True,
ct_fars             ,091F,Part 91F: Special Flt Ops.,2.0,N,02, ,,False,False,Keep for archived data
ct_fars             ,091K,Part 91 Subpart K: Fractional,,,,,,False,True,New
ct_fars             ,103,Part 103: Ultralight,3.0,N,03, ,,False,True,
ct_fars,107,Part 107: Small UAS,16.0,,,,,False,True,requested to be added on 8/29/2016
ct_fars             ,121,Part 121: Air Carrier,5.0,N,05, ,,False,True,
ct_fars             ,125,"Part 125: 20+ Pax,6000+ lbs",6.0,N,06, ,,False,True,
ct_fars             ,129,Part 129: Foreign,11.0,N,11, ,,False,True,
ct_fars             ,133,Part 133: Rotorcraft Ext. Load,8.0,N,08, ,,False,True,
ct_fars             ,135,Part 135: Air Taxi & Commuter,9.0,N,09, ,,False,True,
ct_fars             ,137,Part 137: Agricultural,10.0,N,10, ,,False,True,
ct_fars,415,Part 415: Commercial Space Flight,12.0,N,01,,,False,True,
ct_fars,431,Part 431: Commercial Space Flight,13.0,N,01,,,False,True,
ct_fars,435,Part 435: Commercial Space Flight,14.0,N,01,,,False,True,
ct_fars,437,Part 437: Commercial Space Flight,15.0,N,01,,,False,True,
ct_fars             ,ARMF,Armed Forces,0.0,,,,,False,True,
ct_fars             ,NUSC,"Non-U.S., Commercial",0.0, ,  , ,,False,True,
ct_fars             ,NUSN,"Non-U.S., Non-Commercial",0.0, ,  , ,,False,True,
ct_fars             ,PUBU,Public Aircraft,0.0,,,,,False,True,
ct_fars             ,UNK,Unknown,0.0,N,00, ,,False,True,
ct_flt_plan_filed   ,CVFR,Company VFR,5.0,N,05, ,,False,True,
ct_flt_plan_filed   ,IFR,IFR,3.0,N,03, ,,False,True,
ct_flt_plan_filed   ,MVFR,Military VFR,6.0,N,06, ,,False,True,
ct_flt_plan_filed   ,NONE,None,1.0,N,01, ,,False,True,
ct_flt_plan_filed   ,UNK,Unknown,0.0,N,00, ,,False,True,
ct_flt_plan_filed   ,VFIF,VFR/IFR,4.0,N,04, ,,False,True,
ct_flt_plan_filed   ,VFR,VFR,2.0,N,02, ,,False,True,
ct_gust             ,N,Not Gusting,1.0,N,01, ,,False,True,
ct_gust             ,U,Unknown,0.0,N,00, ,,False,True,
ct_gust             ,Y,Gusting,,,,,,False,True,
ct_icing_actual_amt,LIGT,Light,3.0,N,,,,False,True,
ct_icing_actual_amt,MODT,Moderate,4.0,N,,,,False,True,
ct_icing_actual_amt,NONE,None,1.0,N,,,,False,True,
ct_icing_actual_amt,SEVR,Severe,5.0,N,,,,False,True,
ct_icing_actual_amt,TRAC,Trace,2.0,N,,,,False,True,
ct_icing_actual_amt,UNKN,Unknown,6.0,N,,,,False,True,
ct_icing_actual_type,CLR,Clear,3.0,N,,,,False,True,
ct_icing_actual_type,MIXD,Mixed,4.0,N,,,,False,True,
ct_icing_actual_type,NA,N/A,1.0,N,,,,False,True,
ct_icing_actual_type,RIME,Rime,2.0,N,,,,False,True,
ct_icing_actual_type,UNKN,Unknown,5.0,N,,,,False,True,
ct_icing_forecast_amt,LIGT,Light,3.0,N,,,,False,True,
ct_icing_forecast_amt,MODT,Moderate,4.0,N,,,,False,True,
ct_icing_forecast_amt,NONE,None,1.0,N,,,,False,True,
ct_icing_forecast_amt,SEVR,Severe,5.0,N,,,,False,True,
ct_icing_forecast_amt,TRAC,Trace,2.0,N,,,,False,True,
ct_icing_forecast_amt,UNKN,Unknown,6.0,N,,,,False,True,
ct_icing_forecast_type,CLR,Clear,3.0,N,,,,False,True,
ct_icing_forecast_type,MIXD,Mixed,4.0,N,,,,False,True,
ct_icing_forecast_type,NA,N/A,1.0,N,,,,False,True,
ct_icing_forecast_type,RIME,Rime,2.0,N,,,,False,True,
ct_icing_forecast_type,UNKN,Unknown,5.0,N,,,,False,True,
ct_inj_ix           ,FATL,Fatal,4.0,N,04, ,,False,True,
ct_inj_ix           ,MINR,Minor,2.0,N,02, ,,False,True,
ct_inj_ix           ,NONE,None,1.0,N,01, ,,False,True,
ct_inj_ix           ,SERS,Serious,3.0,N,03, ,,False,True,
ct_inj_ix,UNKN,Unknown,5.0,N,05,,,False,True,
ct_instm_appr       ,ADF,ADF/NDB,2.0,N,02,ADF,,False,True,
ct_load_desc        ,WATE,Water,8.0,N,08, ,,False,False,Keep for archived data
ct_med_certf,BASC,BasicMed,5.0,N,,,,False,True,
ct_med_certf        ,CL1,Class 1,2.0,N,02, ,,False,True,
ct_med_certf        ,CL2,Class 2,3.0,N,03, ,,False,True,
ct_med_certf        ,CL3,Class 3,4.0,N,04, ,,False,True,
ct_med_certf        ,NONE,None,1.0,N,01, ,,False,True,
ct_med_certf        ,SPRT,Sport Pilot,,,,,,False,True,New
ct_med_certf        ,UNK,Unknown,0.0,N,00, ,,False,True,
ct_med_crtf_vldty   ,EXP,Expired,4.0,N,04, ,,False,False,Keep for archived data
ct_med_crtf_vldty   ,NONE,None,5.0,N,05, ,,False,True,
ct_med_crtf_vldty   ,NV,Invalid Medical for flight,3.0,N,03, ,,False,False,Keep for archived data
ct_med_crtf_vldty   ,UNK,Unknown,0.0,N,00, ,,False,True,
ct_med_crtf_vldty   ,VNOW,Valid Medical--no waivers/lim.,1.0,N,01, ,,False,False,Keep for archived data
ct_med_crtf_vldty   ,VWW,Valid Medical--w/ waivers/lim.,2.0,N,02, ,,False,False,Keep for archived data
ct_med_crtf_vldty   ,WOWL,Without Waivers/Limitations,,,, ,,False,True,
ct_med_crtf_vldty,WTLS,Waiver Time Limited Special,,,,,,False,True,
ct_med_crtf_vldty   ,WWL,With Waivers/Limitations,,,, ,,False,True,
ct_notify_ev,CREW,Crew incapacitation,,,,,,False,True,
ct_notify_ev,DISF,Display failure,,,,,,False,True,
ct_notify_ev,ELEF,Electrical failure,,,,,,False,True,
ct_notify_ev,EVAC,Evacuation,,,,,,False,True,
ct_notify_ev,FCTL,Flight control malfunction,1.0,N,,,,False,True,
ct_notify_ev,FIRE,In-flight fire,,,,,,False,True,
ct_notify_ev,HYDF,Hydraulic failure,,,,,,False,True,
ct_notify_ev,MENF,Multiple engine failure,,,,,,False,True,
ct_notify_ev,MISA,Missing aircraft,,,,,,False,True,
ct_notify_ev,OTHR,Other,,,,,,False,True,
ct_notify_ev,PDAM,Property damage,,,,,,False,True,
ct_notify_ev,PROP,Propeller failure,,,,,,False,True,
ct_notify_ev,ROTD,Rotor damage,,,,,,False,True,
ct_notify_ev,RUNI,Runway incursion,,,,,,False,True,
ct_notify_ev,TCAS,ACAS/TCAS RA,,,,,,False,True,
ct_notify_ev,UEF,Uncontained engine failure,,,,,,False,True,
ct_notify_ev,WRUN,Wrong runway,,,,,,False,True,
ct_occ_evnt,BrSk,Birdstrike,0.0,,,,,False,True,
ct_occ_evnt,CbnS,Cabin safety event,1.0,,,,,False,True,
ct_occ_evnt,CsDv,Course deviation,2.0,,,,,False,True,
ct_occ_evnt,GndC,Ground collision,3.0,,,,,False,True,
ct_occ_evnt,LCGd,Loss of control on ground,5.0,,,,,False,True,
ct_occ_evnt,LGCl,Landing gear collapse,4.0,,,,,False,True,
ct_occ_evnt,Othr,Miscellaneous/other,7.0,,,,,False,True,
ct_occ_evnt,SysF,Sys/Comp malf/fail (non-power),6.0,,,,,False,True,
ct_occ_na_reason,FgnE,"Foreign event, no Accredited Rep. assigned",3.0,,,,,False,True,
ct_occ_na_reason,NoIF,No intent for flight,0.0,,,,,False,True,
ct_occ_na_reason,OTHR,Other,4.0,,,,,False,True,
ct_occ_na_reason,SDmg,Less than substantial damage / serious injury,1.0,,,,,False,True,
ct_occ_na_reason,UnAc,Unregistered aircraft (no registration required),2.0,,,,,False,True,
ct_occ_pof,Aprh,Approach,3.0,,,,,False,True,
ct_occ_pof,EnRt,Enroute,2.0,,,,,False,True,
ct_occ_pof,Lndg,Landing,4.0,,,,,False,True,
ct_occ_pof,Othr,Other/Unknown,5.0,,,,,False,True,
ct_occ_pof,StTx,Standing/Taxi,0.0,,,,,False,True,
ct_occ_pof,ToIc,Takeoff/Initial climb,1.0,,,,,False,True,
ct_office,ANC,Alaska Regional Office,,,,,,False,True,
ct_office,ATL,Southern Regional Office,,,,,,False,True,
ct_instm_appr       ,CIRC,Circling,18.0,N,18, ,,False,True,
ct_instm_appr       ,CNTC,Contact,17.0,N,17, ,,False,True,
ct_instm_appr       ,GPS,Global Positioning System,,,,,,False,True,
ct_instm_appr       ,ILSB,LOC-backcourse,9.0,N,09,IBK,,False,True,
ct_instm_appr       ,ILSF,ILS,7.0,N,07,IBF,,False,True,
ct_instm_appr       ,LDA,LDA,12.0,N,12, ,,False,True,
ct_instm_appr       ,LOC,Localizer Only,8.0,N,08,LOC,,False,True,
ct_instm_appr       ,PAR,PAR,14.0,N,14,PAR,,False,True,
ct_instm_appr       ,PRAC,Practice,19.0,N,19, ,,False,True,
ct_instm_appr       ,RNAV,RNAV,10.0,N,10,RVN,,False,True,
ct_instm_appr       ,SDF,SDF,3.0,N,03,SDF,,False,True,
ct_instm_appr       ,SIDE,Sidestep,15.0,N,15, ,,False,True,
ct_instm_appr       ,VDME,VOR/DME,5.0,N,05,VOD,,False,True,
ct_instm_appr       ,VIS,Visual,16.0,N,16,VIS,,False,True,
ct_instm_appr       ,VOR,VOR,4.0,N,04,VOR,,False,True,
ct_instm_appr0     ,NONE,None,1.0,N,01, ,,False,True,New
ct_instm_appr1       ,UNK,Unknown,0.0,N,00, ,,False,True,New
ct_inv_agy          ,F,FAA,2.0,N,02, ,,False,False,Keep for archived data
ct_inv_agy          ,N,NTSB,1.0,N,01, ,,False,True,
ct_inv_agy          ,O,Foreign,,,,,,False,True,New
ct_inv_agy          ,U,Unknown,0.0,N,00, ,,False,False,Keep for archived data
ct_landing_gear     ,AMP,Amphibian,0.0,N,06, ,,False,True,
ct_landing_gear     ,EFLT,Emergency Float,3.0,N,09, ,,False,True,
ct_landing_gear     ,FLOT,Float,2.0,N,08, ,,False,True,
ct_landing_gear     ,HISK,High Skid,7.0,N,13, ,,False,True,
ct_landing_gear     ,HULL,Hull,1.0,N,07, ,,False,True,
ct_landing_gear,OTHR,Other Launch/Recovery System,8.0,N,,,,False,True,
ct_landing_gear     ,SKI,Ski,4.0,N,10, ,,False,True,
ct_landing_gear     ,SKID,Skid,6.0,N,12, ,,False,True,
ct_landing_gear     ,SKWH,Ski/wheel,5.0,N,11, ,,False,True,
ct_landing_gear0,NONE,None,0.0,N,00, ,,False,True,New
ct_landing_gear0  ,UNK,Unknown,1.0,N,00, ,,False,True,New
ct_landing_gear1    ,N/A,N/A,3.0,N,01,,,False,True,New
ct_landing_gear1 ,TAIL,Tailwheel,1.0,N,03, ,"03,04,05",False,True,New
ct_landing_gear1    ,TAND,Tandem,2.0,N,,,,False,True,New
ct_landing_gear1 ,TRI,Tricycle,0.0,N,01, ,"01,02",False,True,New
ct_landing_surf     ,ASPH,Asphalt,2.0,N,02, ,,False,True,
ct_landing_surf     ,CONC,Concrete,3.0,N,03, ,,False,True,
ct_landing_surf     ,DIRT,Dirt,5.0,N,05, ,,False,True,
ct_landing_surf     ,GRAS,Grass/turf,6.0,N,06, ,,False,True,
ct_landing_surf     ,GRAV,Gravel,4.0,N,04, ,,False,True,
ct_landing_surf     ,ICE,Ice,8.0,N,08, ,,False,True,
ct_landing_surf     ,MACA,Macadam,1.0,N,01, ,,False,True,
ct_landing_surf     ,MTWO,Metal/Wood,10.0,N,10, ,,False,True,
ct_landing_surf     ,SNOW,Snow,7.0,N,07, ,,False,True,
ct_landing_surf     ,WATE,Water,9.0,N,09, ,,False,True,
ct_landing_surf0     ,N/A,N/A,11.0,N,11,-,,False,True,New
ct_landing_surf1     ,UNK,Unknown,0.0,N,00, ,,False,True,New
ct_light_cond       ,DAWN,Dawn,,N,01, ,,False,True,
ct_light_cond       ,DAYL,Day,1.0,N,02, ,,False,True,
ct_light_cond       ,DUSK,Dusk,2.0,N,05, ,,False,True,
ct_light_cond       ,NBRT,Night/Bright,4.0,N,04, ,,False,True,
ct_light_cond       ,NDRK,Night/Dark,5.0,N,03, ,,False,True,
ct_light_cond       ,NITE,Night,3.0,,, ,,False,True,
ct_light_cond       ,NR,Not Reported,6.0,N,00, ,,False,True,
ct_load_desc        ,CARG,Cargo,3.0,N,03, ,,False,False,Keep for archived data
ct_load_desc        ,CHEM,Chemicals,9.0,N,09, ,,False,False,Keep for archived data
ct_load_desc        ,EXTO,Other External,6.0,N,06, ,,False,False,Keep for archived data
ct_load_desc        ,ILLC,Illegal Cargo,11.0,N,11, ,,False,False,Keep for archived data
ct_load_desc        ,LIVS,Livestock,10.0,N,10, ,,False,False,Keep for archived data
ct_load_desc        ,NONE,None,1.0,N,01, ,,False,False,Keep for archived data
ct_load_desc        ,PARA,Parachutists,7.0,N,07, ,,False,False,Keep for archived data
ct_load_desc        ,PAX,Passengers,2.0,N,02, ,,False,False,Keep for archived data
ct_load_desc        ,TOWB,Towing Banner,5.0,N,05, ,,False,False,Keep for archived data
ct_load_desc        ,TOWG,Towing Glider,4.0,N,04, ,,False,False,Keep for archived data
ct_load_desc        ,UNK,Unknown,0.0,N,00, ,,False,False,Keep for archived data
ct_load_desc        ,UNKA,Unknown/NA,12.0,N,12, ,,False,False,Keep for archived data
